from_code,from_lat,from_lng,from_name,name,number,rescheduled_date,rescheduled_time,time_diff,to_code,to_lat,to_lng,to_name
PBR,21.6409,69.611,PORBANDAR,PBR MOTIHARI EXP,19269,26-07-2018,15:30,00:20,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
PNBE,25.6093239,85.1235252,PATNA JN,PNBE ERS EXPRESS,22644,26-07-2018,16:30,02:30,ERS,9.9870993,76.3431013546,ERNAKULAM JN
KCG,17.3904228,78.4978117,KACHEGUDA,KACHEGUDA-KANPUR SPECIAL,04156,28-07-2018,02:30,03:10,CNB,26.4547354,80.3506961,KANPUR CENTRAL
DBG,26.1569653,85.8995119,DARBHANGA JN,DBG-SC,07008,27-07-2018,07:00,02:00,SC,17.4690889,78.5059176,SECUNDERABAD JN
AMH,26.0,83.0,AZAMGARH,AMH-LTT EXPRESS,11054,27-07-2018,13:00,07:40,LTT,19.069143,72.8922731,LOKMANYATILAK
BJU,25.4676424,85.9904136,BARAUNI JN,GWL BJU MAIL,11123,27-07-2018,20:00,01:15,GWL,26.2037247,78.1573628,GWALIOR JN.
HWH,22.5882216,88.323139,HOWRAH JN,CHAMBAL EXP,12177,27-07-2018,21:10,03:25,MTJ,27.4955539,77.6855554,MATHURA JN
HWH,22.5882216,88.323139,HOWRAH JN,HWH-JU EXP,12307,28-07-2018,02:30,02:50,JU,26.2967719,73.0351433,JODHPUR JN
HWH,22.5882216,88.323139,HOWRAH JN,HWH DLIKLK MAIL,12311,28-07-2018,03:00,07:20,KLK,30.8366771,76.9369298,KALKA
HWH,22.5882216,88.323139,HOWRAH JN,HWH ANVT BI-WKLY EXPRES,12323,27-07-2018,22:40,03:50,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
HWH,22.5882216,88.323139,HOWRAH JN,UPASANA EXPRESS,12327,27-07-2018,18:40,05:40,DDN,30.3255646,78.0436813,DEHRADUN
HWH,22.5882216,88.323139,HOWRAH JN,HIMGIRI EXPRESS,12331,28-07-2018,06:05,06:10,JAT,32.7060401,74.8799925,JAMMU TAWI
HWH,22.5882216,88.323139,HOWRAH JN,VIBHUTI EXPRESS,12333,27-07-2018,23:00,03:00,ALY,25.4394887,81.8498592,ALLAHABAD CITY
IPR,26.2577,88.1903,ISLAMPUR,MAGADH EXPRESS,12401,27-07-2018,20:00,03:50,NDLS,39.0317139,-90.2612233,NEW DELHI
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM BSL EXPRESS,12406,27-07-2018,18:20,03:00,BSL,21.0469912,75.7883817,BHUSAVAL JN
JBN,26.398946,87.2641954,JOGBANI,JBN-ANVT SUPERFASTEXPRES,12487,28-07-2018,01:30,05:30,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
KOAA,22.5677459,88.3476023,KOLKATA,PRATAP EXPRESS,12496,28-07-2018,04:50,06:05,BKN,28.0159286,73.3171367,BIKANER JN
HTE,23.2991479,85.3234589,HATIA,HTE ANVT EXPRESS,12817,27-07-2018,16:40,02:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE  EXPRESS,12874,27-07-2018,21:30,01:45,HTE,23.2991479,85.3234589,HATIA
SDAH,22.5679661,88.3711047,SEALDAH,SDAH AII  SF EXP,12987,28-07-2018,01:30,02:35,AII,26.454041,74.640465561,AJMER
HWH,22.5882216,88.323139,HOWRAH JN,DOON EXPRESS,13009,28-07-2018,06:00,09:35,DDN,30.3255646,78.0436813,DEHRADUN
KOTA,25.1737019,75.8574194,KOTA JN,KOTA - PNBE EXPRESS,13238,27-07-2018,19:40,01:30,PNBE,25.6093239,85.1235252,PATNA JN
DHN,23.7952809,86.4309638,DHANBAD JN,GANGASUTLEJ EXP,13307,28-07-2018,03:00,05:40,FZR,30.333333,74.416667,FIROZPUR CANT
RXL,26.9833256,84.8523069,RAXAUL JN,SADBHAWNA EXP,14007,28-07-2018,07:55,08:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SADHBHAWNA EXP,14016,27-07-2018,17:35,01:10,RXL,26.9833256,84.8523069,RAXAUL JN
GCT,25.58363,83.5681593,GHAZIPUR CITY,GCT-SVDK EXP,14611,27-07-2018,11:05,02:35,SVDK,32.9828033,74.9351643,SH MATA V DEVI KATRA
JYG,26.5881,86.1399,JAYNAGAR,SARYUYAMUNA EXP,14649,27-07-2018,09:15,02:00,ASR,31.6343083,74.8736788,AMRITSAR JN
BSB,25.3356491,83.0076292,VARANASI JN,MARUDHAR EXPRES,14863,27-07-2018,22:15,04:00,JU,26.2967719,73.0351433,JODHPUR JN
PNVL,18.9898853,73.1217843,PANVEL,PNVL-GKP EXP,15066,27-07-2018,23:00,05:10,GKP,26.75845,83.3752175,GORAKHPUR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,POORBIYA EXP.,15280,27-07-2018,18:25,01:15,SHC,26.0,86.75,SAHARSA JN
DLI,37.3690819,97.36011,DELHI,SIKKIM MAHANANDA EXPRESS,15484,27-07-2018,08:00,01:25,APDJ,26.4851573,89.5246926,ALIPUR DUAR JN
JAT,32.7060401,74.8799925,JAMMU TAWI,JAMMU GHY EXPRES,15654,28-07-2018,02:30,03:45,GHY,26.1805978,91.753943,GUWAHATI
DLI,37.3690819,97.36011,DELHI,CHAMPARAN HUMSAFAR EXP,15706,27-07-2018,22:25,08:40,KIR,25.5433817,87.5690417,KATIHAR JN
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,27-07-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
HW,29.9384473,78.1452985,HARIDWAR JN,YOGA EXPRESS,19032,27-07-2018,16:20,01:00,ADI,23.0216238,72.5797068,AHMEDABAD JN
DEE,28.6628187,77.1867616,DELHI SARAI ROHILLA,DEE RJT EXP,19580,27-07-2018,16:30,03:20,RJT,22.3045769,70.802161,RAJKOT JN
MTJ,27.4955539,77.6855554,MATHURA JN,MATHURA - CHHAPRA EXP,22532,28-07-2018,00:45,00:55,CPR,25.7784105,84.7514507,CHHAPRA
ADI,23.0216238,72.5797068,AHMEDABAD JN,JAIPUR PASSENGER,54805,28-07-2018,01:10,01:40,JP,26.916194,75.820349,JAIPUR
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,29-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
MS,13.0783662,80.261168463,CHENNAI EGMORE,MS-MDU VAIGAI EXP,12635,30-07-2018,14:40,01:00,MDU,9.9261153,78.1140983,MADURAI JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,30-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT-HWH SPL,03052,29-07-2018,09:15,06:45,HWH,22.5882216,88.323139,HOWRAH JN
DNR,25.6358901,85.0474045,DANAPUR,DNR-SBG SHRAVANI SPL,03236,29-07-2018,06:00,01:05,SBG,25.03329485,87.6855916105,SAHIBGANJ JN
RXL,26.9833256,84.8523069,RAXAUL JN,RXL-HYB,07006,29-07-2018,07:45,06:15,HYB,17.3931097,78.4675629,HYDERABAD DECAN
AF,27.17982145,78.0211040669,AGRA FORT,LJN INTERCITY,12180,29-07-2018,08:10,02:20,LJN,26.8311093,80.9243976,LUCKNOWJN
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,29-07-2018,07:35,01:00,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,29-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,AVADH EXPRESS,19040,29-07-2018,07:00,01:00,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
RGD,25.0306,85.4199,RAJGIR,RGD-DNR PASS,53229,29-07-2018,06:00,01:00,DNR,25.6358901,85.0474045,DANAPUR
GKP,26.75845,83.3752175,GORAKHPUR,GKP-GD  PASSENGER,55025,29-07-2018,08:20,03:00,GD,27.25,82.0,GONDA JN
JP,26.916194,75.820349,JAIPUR,JP-HSR PASSENGER,59721,29-07-2018,06:30,01:15,HSR,29.168807,75.7461103,HISAR
KCG,17.3904228,78.4978117,KACHEGUDA,KACHEGUDA-KANPUR SPECIAL,04156,28-07-2018,02:30,03:10,CNB,26.4547354,80.3506961,KANPUR CENTRAL
DBG,26.1569653,85.8995119,DARBHANGA JN,DBG-SC,07008,27-07-2018,07:00,02:00,SC,17.4690889,78.5059176,SECUNDERABAD JN
AMH,26.0,83.0,AZAMGARH,AMH-LTT EXPRESS,11054,27-07-2018,13:00,07:40,LTT,19.069143,72.8922731,LOKMANYATILAK
BJU,25.4676424,85.9904136,BARAUNI JN,GWL BJU MAIL,11123,27-07-2018,20:00,01:15,GWL,26.2037247,78.1573628,GWALIOR JN.
HWH,22.5882216,88.323139,HOWRAH JN,HWH-JU EXP,12307,28-07-2018,02:30,02:50,JU,26.2967719,73.0351433,JODHPUR JN
HWH,22.5882216,88.323139,HOWRAH JN,HWH DLIKLK MAIL,12311,28-07-2018,03:00,07:20,KLK,30.8366771,76.9369298,KALKA
HWH,22.5882216,88.323139,HOWRAH JN,HIMGIRI EXPRESS,12331,28-07-2018,06:05,06:10,JAT,32.7060401,74.8799925,JAMMU TAWI
JBN,26.398946,87.2641954,JOGBANI,JBN-ANVT SUPERFASTEXPRES,12487,28-07-2018,01:30,05:30,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
KOAA,22.5677459,88.3476023,KOLKATA,PRATAP EXPRESS,12496,28-07-2018,04:50,06:05,BKN,28.0159286,73.3171367,BIKANER JN
SDAH,22.5679661,88.3711047,SEALDAH,SDAH AII  SF EXP,12987,28-07-2018,01:30,02:35,AII,26.454041,74.640465561,AJMER
HWH,22.5882216,88.323139,HOWRAH JN,DOON EXPRESS,13009,28-07-2018,06:00,09:35,DDN,30.3255646,78.0436813,DEHRADUN
KOTA,25.1737019,75.8574194,KOTA JN,KOTA - PNBE EXPRESS,13238,27-07-2018,19:40,01:30,PNBE,25.6093239,85.1235252,PATNA JN
DHN,23.7952809,86.4309638,DHANBAD JN,GANGASUTLEJ EXP,13307,28-07-2018,03:00,05:40,FZR,30.333333,74.416667,FIROZPUR CANT
RXL,26.9833256,84.8523069,RAXAUL JN,SADBHAWNA EXP,14007,28-07-2018,07:55,08:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
JYG,26.5881,86.1399,JAYNAGAR,SARYUYAMUNA EXP,14649,27-07-2018,09:15,02:00,ASR,31.6343083,74.8736788,AMRITSAR JN
PNVL,18.9898853,73.1217843,PANVEL,PNVL-GKP EXP,15066,27-07-2018,23:00,05:10,GKP,26.75845,83.3752175,GORAKHPUR
DLI,37.3690819,97.36011,DELHI,SIKKIM MAHANANDA EXPRESS,15484,27-07-2018,08:00,01:25,APDJ,26.4851573,89.5246926,ALIPUR DUAR JN
JAT,32.7060401,74.8799925,JAMMU TAWI,JAMMU GHY EXPRES,15654,28-07-2018,02:30,03:45,GHY,26.1805978,91.753943,GUWAHATI
DLI,37.3690819,97.36011,DELHI,CHAMPARAN HUMSAFAR EXP,15706,27-07-2018,22:25,08:40,KIR,25.5433817,87.5690417,KATIHAR JN
DWR,15.5,75.333333,DHARWAR,DHARWAR-HABIBGANJ SPL EXP,01663,29-07-2018,03:00,04:10,HBJ,24.385837,91.4126358,HABIBGANJ
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM-NED,02486,28-07-2018,10:40,04:50,NED,18.916667,77.5,NANDED
GKP,26.75845,83.3752175,GORAKHPUR,GKP-LTT EXPRESS,11080,28-07-2018,06:30,01:00,LTT,19.069143,72.8922731,LOKMANYATILAK
HWH,22.5882216,88.323139,HOWRAH JN,HOWRAH PATNA JANSHATABDI,12023,28-07-2018,18:00,03:55,PNBE,25.6093239,85.1235252,PATNA JN
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT-BSB EXP.,12238,28-07-2018,15:45,01:45,BSB,25.3356491,83.0076292,VARANASI JN
ALY,25.4394887,81.8498592,ALLAHABAD CITY,VIBHUTI EXPRESS,12334,28-07-2018,20:10,04:30,HWH,22.5882216,88.323139,HOWRAH JN
HWH,22.5882216,88.323139,HOWRAH JN,KUMBHA EXPRESS,12369,28-07-2018,14:25,01:25,HW,29.9384473,78.1452985,HARIDWAR JN
IPR,26.2577,88.1903,ISLAMPUR,MAGADH EXPRESS,12401,28-07-2018,19:00,02:50,NDLS,39.0317139,-90.2612233,NEW DELHI
RIG,22.5,83.5,RAIGARH,RIG NZM GONDWANA EXPRESS,12409,28-07-2018,05:30,02:00,NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SAPT KRANTI EXP,12558,28-07-2018,15:50,01:00,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-YPR EXP,12591,29-07-2018,03:35,21:00,YPR,13.0237563,77.5507379,YASVANTPUR JN
SBC,13.06178495,77.6102415504,KSR BENGALURU,SBC-MAS MAIL,12658,29-07-2018,00:30,01:50,MAS,13.081674,80.2755685,CHENNAI CENTRAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT HTE EXPRESS,12818,28-07-2018,21:30,01:45,HTE,23.2991479,85.3234589,HATIA
LTT,19.069143,72.8922731,LOKMANYATILAK,LTT-BBS BI-WEEKLY,12879,28-07-2018,04:00,03:45,BBS,20.2665668,85.8437586,BHUBANESWAR
RJPB,12.9466371,77.6174963,RAJENDRANAGAR T,RJPB LTT EXP,13201,29-07-2018,03:40,03:55,LTT,19.069143,72.8922731,LOKMANYATILAK
RJPB,12.9466371,77.6174963,RAJENDRANAGAR T,RJPB-NJP CAPITAL EXPRESS,13246,29-07-2018,02:30,03:15,NJP,26.6838881,88.4460283619,NEW JALPAIGURI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,JAN SADHARAN EXP,13258,28-07-2018,14:30,01:00,DNR,25.6358901,85.0474045,DANAPUR
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-MLDT WKLY EXPRESS,13430,28-07-2018,18:10,01:00,MLDT,25.0168233,88.1299053,MALDA TOWN
DDN,30.3255646,78.0436813,DEHRADUN,DDN KGM EXPRESS,14120,29-07-2018,01:00,02:05,KGM,29.26621,79.54376,KATHGODAM
ALD,25.4381302,81.8338005,ALLAHABAD JN,SANGAM EXPRESS,14163,28-07-2018,20:20,02:35,MTC,28.9789661,77.6756994,MEERUT CITY
PRG,25.4689167,81.8677005,PRAYAG,UNCHAHAR EXP,14217,28-07-2018,16:05,02:00,CDG,30.7194022,76.7646552,CHANDIGARH
PRG,25.4689167,81.8677005,PRAYAG,PRG -BE PASS. EXP.,14307,28-07-2018,23:45,01:30,BE,28.3523609,79.4096542,BAREILLY
JYG,26.5881,86.1399,JAYNAGAR,SHAHEED EXPRESS,14673,28-07-2018,09:45,02:30,ASR,31.6343083,74.8736788,AMRITSAR JN
DDN,30.3255646,78.0436813,DEHRADUN,DDN MFP EXP,15002,28-07-2018,16:25,01:00,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
JSM,26.9116615,70.9124888,JAISALMER,RANIKHET EXP,15013,28-07-2018,02:15,01:30,KGM,29.26621,79.54376,KATHGODAM
G,21.455228,80.1962729,GONDIA JN,GONDIA - BJU EXPRESS,15232,28-07-2018,23:30,02:30,BJU,25.4676424,85.9904136,BARAUNI JN
GIMB,23.0718743,70.131715,GANDHIDHAM BG,GADHIDHAM-KAMAKHYA EXP,15667,28-07-2018,17:55,04:15,KYQ,26.1666801,91.7053530389,KAMAKHYA
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,28-07-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
UBL,15.3518378,75.1379848,HUBLI JN,UBL-BZA AMARAVATI EXP,17226,28-07-2018,15:10,01:40,BZA,16.5087586,80.6185102,VIJAYAWADA JN
ABKP,23.1226343,83.1981886,AMBIKAPUR,ABKP DURG PASS CUM EXP,18242,29-07-2018,00:00,02:30,DURG,21.1897285,81.2746469,DURG
BBS,20.2665668,85.8437586,BHUBANESWAR,BBS-NDLS VIA-SBPY,20817,28-07-2018,09:30,02:20,NDLS,39.0317139,-90.2612233,NEW DELHI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT-GAYA GARIB RATH,22410,28-07-2018,22:00,02:50,GAYA,24.7964355,85.0079563,GAYA JN
GAYA,24.7964355,85.0079563,GAYA JN,GAYA-KIUL PASS,53632,28-07-2018,21:30,00:35,KIUL,24.7814656,86.0694724,KIUL JN
PNBE,25.6093239,85.1235252,PATNA JN,KAMLA GANGA FAST PASS,55528,28-07-2018,17:55,02:25,JYG,26.5881,86.1399,JAYNAGAR
BJP,18.7935679,80.815939,BIJAPUR,BJP-BMO PASS,57129,28-07-2018,22:20,03:50,BMO,17.529823,78.5155062,BOLARUM
MS,13.0783662,80.261168463,CHENNAI EGMORE,MS-MDU VAIGAI EXP,12635,30-07-2018,14:40,01:00,MDU,9.9261153,78.1140983,MADURAI JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,30-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,31-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
JAT,32.7060401,74.8799925,JAMMU TAWI,JAT-HWH SPL,03052,29-07-2018,09:15,06:45,HWH,22.5882216,88.323139,HOWRAH JN
DNR,25.6358901,85.0474045,DANAPUR,DNR-SBG SHRAVANI SPL,03236,29-07-2018,06:00,01:05,SBG,25.03329485,87.6855916105,SAHIBGANJ JN
RXL,26.9833256,84.8523069,RAXAUL JN,RXL-HYB,07006,29-07-2018,10:00,08:30,HYB,17.3931097,78.4675629,HYDERABAD DECAN
AF,27.17982145,78.0211040669,AGRA FORT,LJN INTERCITY,12180,29-07-2018,08:10,02:20,LJN,26.8311093,80.9243976,LUCKNOWJN
AMH,26.0,83.0,AZAMGARH,KAIFIAT EXP,12225,29-07-2018,17:25,01:00,DLI,37.3690819,97.36011,DELHI
JAT,32.7060401,74.8799925,JAMMU TAWI,HIMGIRI EXPRESS,12332,30-07-2018,05:15,06:30,HWH,22.5882216,88.323139,HOWRAH JN
HWH,22.5882216,88.323139,HOWRAH JN,VIBHUTI EXPRESS,12333,29-07-2018,23:00,03:00,ALY,25.4394887,81.8498592,ALLAHABAD CITY
IPR,26.2577,88.1903,ISLAMPUR,MAGADH EXPRESS,12401,29-07-2018,19:30,03:20,NDLS,39.0317139,-90.2612233,NEW DELHI
JP,26.916194,75.820349,JAIPUR,JP  ALD EXPRESS,12404,29-07-2018,16:20,01:00,ALD,25.4381302,81.8338005,ALLAHABAD JN
NZM,28.58886,77.253766,HAZRAT NIZAMUDDIN,NZM BSL EXPRESS,12406,29-07-2018,20:00,04:40,BSL,21.0469912,75.7883817,BHUSAVAL JN
GKP,26.75845,83.3752175,GORAKHPUR,RAPTISAGAR EXPRESS,12511,29-07-2018,07:35,01:00,TVC,8.4869485,76.9525968,THIRUVANANTHAPURAM CENTRAL
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS-NJP BI-WEEKLY EXP.,12524,29-07-2018,21:10,06:05,NJP,26.6838881,88.4460283619,NEW JALPAIGURI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SAPT KRANTI EXP,12558,29-07-2018,16:00,01:10,MFP,26.1182898,85.3857888,MUZAFFARPUR JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-ANVT HUMSAFER EXP,12571,29-07-2018,21:00,02:00,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,ANVT LJN DOUBLE DACKER AC,12584,29-07-2018,14:50,00:45,LJN,26.8311093,80.9243976,LUCKNOWJN
DDN,30.3255646,78.0436813,DEHRADUN,DOON EXPRESS,13010,30-07-2018,01:30,05:30,HWH,22.5882216,88.323139,HOWRAH JN
RXL,26.9833256,84.8523069,RAXAUL JN,MITHILA EXPRESS,13022,29-07-2018,14:05,04:05,HWH,22.5882216,88.323139,HOWRAH JN
PNBE,25.6093239,85.1235252,PATNA JN,PNBE- KOTA  EXP,13237,29-07-2018,14:00,02:10,KOTA,25.1737019,75.8574194,KOTA JN
KOTA,25.1737019,75.8574194,KOTA JN,KOTA - PNBE EXPRESS,13238,29-07-2018,19:10,01:00,PNBE,25.6093239,85.1235252,PATNA JN
NJP,26.6838881,88.4460283619,NEW JALPAIGURI,NJP-RJPB CAPITAL EXPRESS,13245,29-07-2018,16:10,01:30,RJPB,12.9466371,77.6174963,RAJENDRANAGAR T
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,JAN SADHARAN EXP,13258,29-07-2018,15:00,01:30,DNR,25.6358901,85.0474045,DANAPUR
BSB,25.3356491,83.0076292,VARANASI JN,BSB-SGRL INTERCITY EXP,13345,29-07-2018,16:40,02:30,SGRL,24.1974432,82.6661453,SINGRAULI
ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL,SADHBHAWNA EXP,14016,29-07-2018,23:45,07:20,RXL,26.9833256,84.8523069,RAXAUL JN
CNB,26.4547354,80.3506961,KANPUR CENTRAL,CNB-CKTD EXP,14110,29-07-2018,11:40,01:30,CKTD,19.1962053,81.7151762,CHITRAKOT
ALD,25.4381302,81.8338005,ALLAHABAD JN,SANGAM EXPRESS,14163,29-07-2018,19:15,01:30,MTC,28.9789661,77.6756994,MEERUT CITY
NDLS,39.0317139,-90.2612233,NEW DELHI,AGC INTERCITY EXPRESS,14212,29-07-2018,19:00,01:25,AGC,27.1752554,78.0098161,AGRA CANTT
PRG,25.4689167,81.8677005,PRAYAG,UNCHAHAR EXP,14217,29-07-2018,16:45,02:40,CDG,30.7194022,76.7646552,CHANDIGARH
BE,28.3523609,79.4096542,BAREILLY,BE-LKO EXP. LKO-PRG PASS,14308,29-07-2018,22:00,04:45,PRG,25.4689167,81.8677005,PRAYAG
JU,26.2967719,73.0351433,JODHPUR JN,MARUDHAR EXPRES,14864,29-07-2018,10:30,01:00,BSB,25.3356491,83.0076292,VARANASI JN
MAU,26.0468558,83.437242595,MAU JN,MAU-ANVT EXPRESS,15025,29-07-2018,18:00,07:15,ANVT,28.6118176,77.2888291,ANAND VIHAR TERMINAL
DLI,37.3690819,97.36011,DELHI,LOKNAYAK EXPRESS,15116,29-07-2018,15:30,01:30,CPR,25.7784105,84.7514507,CHHAPRA
APDJ,26.4851573,89.5246926,ALIPUR DUAR JN,SIKKIM MAHANANDA EXPRESS,15483,29-07-2018,12:25,03:00,DLI,37.3690819,97.36011,DELHI
GUV,10.5950431,76.0417924,GURUVAYUR,GUV CHENNAI EXP,16128,29-07-2018,23:25,02:00,MS,13.0783662,80.261168463,CHENNAI EGMORE
TN,8.8052602,78.1452745,TUTICORIN,TN-MEJ LINK EXP.,16130,29-07-2018,09:50,02:00,MEJ,8.863466,77.8953325,MANIYACHCHI JN
MURI,47.2756613,8.3377829,MURI,JAT MURI SBP EXPRESS,18310,29-07-2018,13:15,05:05,SBP,21.4,83.883333,SAMBALPUR
MFP,26.1182898,85.3857888,MUZAFFARPUR JN,AVADH EXPRESS,19040,29-07-2018,07:00,01:00,BDTS,19.0623832,72.8428252,BANDRA TERMINUS
NDLS,39.0317139,-90.2612233,NEW DELHI,NDLS-PDY WEEKLY EXP,22404,30-07-2018,04:00,04:15,PDY,-34.0378295,18.3474093,PONDICHERRY
JUC,31.3323762,75.576889,JALANDHAR CITY,JUC-DBG ANTYODAYA EXPESS,22552,29-07-2018,12:30,02:30,DBG,26.1569653,85.8995119,DARBHANGA JN
LD,43.8605674,11.5668116,LONDA JN,LD MRJ PASNGR,51432,29-07-2018,12:45,01:00,MRJ,16.8190307,74.6432382,MIRAJ JN
AGC,27.1752554,78.0098161,AGRA CANTT,AGC-JHS PASSENGER,51832,29-07-2018,09:20,03:00,JHS,25.44715405,78.566749703,JHANSI JN
RGD,25.0306,85.4199,RAJGIR,RGD-DNR PASS,53229,29-07-2018,06:00,01:00,DNR,25.6358901,85.0474045,DANAPUR
DNR,25.6358901,85.0474045,DANAPUR,DNR-TIA PASSENGER,53232,29-07-2018,12:00,03:25,TIA,24.3190189,85.5277488,TILAYA
JAJ,24.7697902,86.3775631,JHAJHA,JAJ - GAYA PASS,53623,29-07-2018,14:20,00:20,GAYA,24.7964355,85.0079563,GAYA JN
FD,28.1212947,76.120467,FAIZABAD JN,FD-LKO PASSENGER,54231,29-07-2018,07:00,01:20,LKO,26.8381,80.9346001,LUCKNOW
FD,28.1212947,76.120467,FAIZABAD JN,FD - LKO PASS,54233,29-07-2018,18:00,02:00,LKO,26.8381,80.9346001,LUCKNOW
PRG,25.4689167,81.8677005,PRAYAG,PYG-LKO PASS,54253,29-07-2018,18:00,02:55,LKO,26.8381,80.9346001,LUCKNOW
GKP,26.75845,83.3752175,GORAKHPUR,GKP-GD  PASSENGER,55025,29-07-2018,08:20,03:00,GD,27.25,82.0,GONDA JN
GKP,26.75845,83.3752175,GORAKHPUR,GKP-NKE PASSENGER,55030,29-07-2018,19:05,01:00,NKE,27.102923,84.4646072,NARKATIAGANJ JN
BCY,25.3346395,83.0145644,VARANASI CITY,BCY-CPR PASSENGER,55132,29-07-2018,13:45,01:00,CPR,25.7784105,84.7514507,CHHAPRA
UBL,15.3518378,75.1379848,HUBLI JN,UBL-SBC PASS,56516,29-07-2018,08:10,01:10,SBC,13.06178495,77.6102415504,KSR BENGALURU
BJP,16.8269911,75.7175387,BIJAPUR,BJP-SUR PASS,57133,29-07-2018,13:25,01:00,RC,16.083333,77.166667,RAICHUR
JP,26.916194,75.820349,JAIPUR,JP-HSR PASSENGER,59721,29-07-2018,06:30,01:15,HSR,29.168807,75.7461103,HISAR
HSR,29.168807,75.7461103,HISAR,HSR-JP PASS.,59722,29-07-2018,15:30,01:25,JP,26.916194,75.820349,JAIPUR
HWH,22.5882216,88.323139,HOWRAH JN,HIMGIRI EXPRESS,12331,28-07-2018,06:05,06:10,JAT,32.7060401,74.8799925,JAMMU TAWI
KOAA,22.5677459,88.3476023,KOLKATA,PRATAP EXPRESS,12496,28-07-2018,04:50,06:05,BKN,28.0159286,73.3171367,BIKANER JN
HWH,22.5882216,88.323139,HOWRAH JN,DOON EXPRESS,13009,28-07-2018,06:00,09:35,DDN,30.3255646,78.0436813,DEHRADUN
JAT,32.7060401,74.8799925,JAMMU TAWI,JAMMU GHY EXPRES,15654,28-07-2018,02:30,03:45,GHY,26.1805978,91.753943,GUWAHATI
DWR,15.5,75.333333,DHARWAR,DHARWAR-HABIBGANJ SPL EXP,01663,29-07-2018,03:00,04:10,HBJ,24.385837,91.4126358,HABIBGANJ
GKP,26.75845,83.3752175,GORAKHPUR,GKP-LTT EXPRESS,11080,28-07-2018,06:30,01:00,LTT,19.069143,72.8922731,LOKMANYATILAK
DDN,30.3255646,78.0436813,DEHRADUN,UPASANA EXPRESS,12328,29-07-2018,03:00,04:50,HWH,22.5882216,88.323139,HOWRAH JN
HWH,22.5882216,88.323139,HOWRAH JN,KUMBHA EXPRESS,12369,28-07-2018,14:25,01:25,HW,29.9384473,78.1452985,HARIDWAR JN
